UMLS_id	entrezgene	gene	disease_id	disease_name	disease_name_ja	disease_degree
C0009324	hsa:3716	JAK1	H01466	Ulcerative colitis	潰瘍性大腸炎	12
C0009324	hsa:5530	PPP3CA	H01466	Ulcerative colitis	潰瘍性大腸炎	12
C0009324	hsa:5532	PPP3CB	H01466	Ulcerative colitis	潰瘍性大腸炎	12
C0009324	hsa:5533	PPP3CC	H01466	Ulcerative colitis	潰瘍性大腸炎	12
C0009324	hsa:5534	PPP3R1	H01466	Ulcerative colitis	潰瘍性大腸炎	12
C0009324	hsa:5535	PPP3R2	H01466	Ulcerative colitis	潰瘍性大腸炎	12
C0009324	hsa:3592	IL12A	H01466	Ulcerative colitis	潰瘍性大腸炎	12
C0009324	hsa:3676	ITGA4	H01466	Ulcerative colitis	潰瘍性大腸炎	12
C0009324	hsa:7132	TNFRSF1A	H01466	Ulcerative colitis	潰瘍性大腸炎	12
C0009324	hsa:3596	IL13	H01466	Ulcerative colitis	潰瘍性大腸炎	12
C0019196	hsa:4072	EPCAM	H00413	Hepatitis C; Hepatitis C virus (HCV) infection	C型肝炎	1
C0020445	hsa:255738	PCSK9	H00155	Familial hypercholesterolemia; Autosomal dominant hypercholesterolaemia	家族性高コレステロール血症	3
C0020445	hsa:3156	HMGCR	H00155	Familial hypercholesterolemia; Autosomal dominant hypercholesterolaemia	家族性高コレステロール血症	3
C0020445	hsa:4547	MTTP	H00155	Familial hypercholesterolemia; Autosomal dominant hypercholesterolaemia	家族性高コレステロール血症	3
C0017601	hsa:6093	ROCK1	H00612	Primary open angle glaucoma; Glaucoma 1	原発開放隅角緑内障; 緑内障 1 型	5
C0017601	hsa:9475	ROCK2	H00612	Primary open angle glaucoma; Glaucoma 1	原発開放隅角緑内障; 緑内障 1 型	5
C0017601	hsa:760	CA2	H00612	Primary open angle glaucoma; Glaucoma 1	原発開放隅角緑内障; 緑内障 1 型	5
C0017601	hsa:771	CA12	H00612	Primary open angle glaucoma; Glaucoma 1	原発開放隅角緑内障; 緑内障 1 型	5
C0017601	hsa:154	ADRB2	H00612	Primary open angle glaucoma; Glaucoma 1	原発開放隅角緑内障; 緑内障 1 型	5
C0752347	hsa:6335	SCN9A	H00066	Lewy body dementia (LBD); Dementia with Lewy bodies (DLB)	レビー小体型認知症	2
C0752347	hsa:6622	SNCA	H00066	Lewy body dementia (LBD); Dementia with Lewy bodies (DLB)	レビー小体型認知症	2
C0398650	hsa:6850	SYK	H01240	Immune thrombocytopenia; Autoimmune thrombocytopenic purpura	自己免疫性血小板減少性紫斑病	1
C0002874	hsa:5530	PPP3CA	H01132	Aplastic anemia	再生不良性貧血	6
C0002874	hsa:4773	NFATC2	H01132	Aplastic anemia	再生不良性貧血	6
C0002874	hsa:5532	PPP3CB	H01132	Aplastic anemia	再生不良性貧血	6
C0002874	hsa:5533	PPP3CC	H01132	Aplastic anemia	再生不良性貧血	6
C0002874	hsa:5534	PPP3R1	H01132	Aplastic anemia	再生不良性貧血	6
C0002874	hsa:5535	PPP3R2	H01132	Aplastic anemia	再生不良性貧血	6
C0026850	hsa:6696	SPP1	H00590	Congenital muscular dystrophies (CMD/MDC)	先天性筋ジストロフィー	1
C0033375	hsa:5618	PRLR	H01102	Pituitary adenomas	下垂体腺腫	1
